Customer ID,Transaction ID,Date,Product ID,Item Cost
4165102963,T42385,2015/00/25,P19498,2.99
4165102963,T44254,2018/02/04,P58225,17.99
4165102963,T47718,2015/09/16,P32565,2.99
4165102963,T40712,2015/01/10,P39328,17.99
4165102963,T48801,2014/08/20,P39328,12.99
4165102963,T33282,2015/09/20,P58225,8.99
4165102963,T27273,2016/02/02,P82222,5.99
4165102963,T33961,2014/10/16,P82222,7.99
4165102963,T28888,2017/06/20,P76615,3.99
4165102963,T46692,2014/05/08,P02291,17.99
4165102963,T48914,2015/01/14,P82222,1.99
4165102963,T23374,2014/07/12,P32565,3.99
4165102963,T36165,2014/01/07,P76615,1.99
4165102963,T35660,2015/05/08,P92449,6.99
4165102963,T41547,2016/04/17,P92449,17.99
4165102963,T18958,2018/04/24,P76615,10.99
4165102963,T19501,2014/02/13,P39328,18.99
4165102963,T44086,2015/08/14,P82222,18.99
4165102963,T21009,2015/04/00,P39328,9.99
4165102963,T22513,2017/04/05,P19498,4.99
4165102963,T13909,2017/00/00,P33162,13.99
4165102963,T43770,2017/11/11,P61235,12.99
4165102963,T17129,2015/08/08,P61235,16.99
4165102963,T32103,2014/02/10,P39328,14.99
4165102963,T14159,2017/03/04,P82222,0.99
4165102963,T46346,2015/02/17,P76615,13.99
4165102963,T47097,2017/09/25,P32565,6.99
4165102963,T08855,2016/07/22,P58225,3.99
4165102963,T08871,2018/08/18,P39328,3.99
4165102963,T11118,2013/02/10,P76615,14.99
4165102963,T26991,2015/03/00,P33162,11.99
4165102963,T44389,2016/08/25,P02291,11.99
4165102963,T24175,2015/01/12,P61235,10.99
4165102963,T01049,2017/02/18,P76615,11.99
4165102963,T15202,2015/02/14,P33162,4.99
4165102963,T18345,2014/03/20,P76615,1.99
4165102963,T44256,2015/06/00,P76615,17.99
4165102963,T06217,2017/03/16,P92449,6.99
4165102963,T24295,2015/08/26,P19498,14.99
4165102963,T20075,2016/11/10,P02291,11.99
4165102963,T28554,2016/10/25,P32565,8.99
4165102963,T14323,2015/09/10,P02291,14.99
4165102963,T47469,2017/00/13,P02291,12.99
4165102963,T06142,2016/05/09,P32565,13.99
4165102963,T35011,2016/01/23,P19498,3.99
4165102963,T22527,2016/03/17,P61235,14.99
4165102963,T08151,2016/04/17,P32565,3.99
4165102963,T44024,2017/04/06,P02291,5.99
4165102963,T07233,2017/01/24,P82222,2.99
4165102963,T11761,2017/04/17,P82222,18.99
4165102963,T39281,2017/08/14,P92449,5.99
4165102963,T42796,2018/07/10,P58225,18.99
4165102963,T38806,2017/03/26,P61235,5.99
4165102963,T42090,2015/03/15,P32565,20.99
4165102963,T24746,2013/01/00,P76615,19.99
4165102963,T09201,2016/08/24,P19498,7.99
4165102963,T25289,2015/08/06,P82222,10.99
4165102963,T38648,2015/03/19,P61235,4.99
4165102963,T00384,2015/06/20,P82222,5.99
4165102963,T11829,2014/04/25,P39328,9.99
4165102963,T19861,2016/10/21,P02291,10.99
4165102963,T25806,2013/06/18,P61235,3.99
4165102963,T12895,2017/07/03,P39328,2.99
4165102963,T16380,2014/11/16,P19498,11.99
4165102963,T11000,2015/05/09,P39328,17.99
4165102963,T29247,2014/10/23,P58225,4.99
4165102963,T25639,2017/07/12,P02291,1.99
4165102963,T31152,2018/01/06,P19498,17.99
4165102963,T43015,2018/02/17,P61235,9.99
4165102963,T23485,2017/05/03,P33162,11.99
4165102963,T47163,2017/05/26,P39328,2.99
4165102963,T16772,2015/02/03,P19498,11.99
4165102963,T09780,2018/00/06,P82222,19.99
4165102963,T49025,2017/04/03,P33162,14.99
4165102963,T19272,2016/09/21,P58225,13.99
4165102963,T11189,2016/01/14,P61235,10.99
4165102963,T46287,2016/03/13,P39328,4.99
4165102963,T22279,2016/09/00,P58225,11.99
4165102963,T09015,2015/04/11,P39328,10.99
4165102963,T35572,2015/10/23,P32565,9.99
4165102963,T09493,2015/10/11,P19498,8.99
4165102963,T27399,2017/06/19,P76615,1.99
4165102963,T27371,2014/10/12,P39328,6.99
4165102963,T07841,2015/11/20,P82222,11.99
4165102963,T45564,2016/03/22,P33162,4.99
4165102963,T35432,2016/02/26,P58225,12.99
4165102963,T25639,2014/08/16,P02291,12.99
4165102963,T32990,2016/00/08,P82222,4.99
4165102963,T00637,2016/07/06,P33162,8.99
4165102963,T47057,2014/00/05,P82222,8.99
4165102963,T15668,2014/05/15,P02291,5.99
4165102963,T20541,2016/03/06,P58225,4.99
4165102963,T06300,2018/01/14,P82222,7.99
4165102963,T45823,2016/11/23,P76615,2.99
4165102963,T02521,2014/08/03,P58225,13.99
4165102963,T25395,2017/00/27,P33162,0.99
4165102963,T14843,2016/00/25,P19498,9.99
4165102963,T18227,2018/00/25,P61235,1.99
4165102963,T35993,2016/10/12,P19498,10.99
4165102963,T10489,2017/11/25,P82222,19.99
4165102963,T12461,2014/11/03,P76615,13.99
4165102963,T32790,2016/11/13,P92449,5.99
4165102963,T48347,2013/04/21,P39328,7.99
4165102963,T48981,2015/03/11,P76615,2.99
4501356649,T41782,2017/04/01,P61235,0.99
4501356649,T05526,2015/03/01,P92449,3.99
4501356649,T01776,2015/01/04,P39328,3.99
4501356649,T05872,2018/02/12,P58225,16.99
4501356649,T04356,2016/06/04,P33162,4.99
4501356649,T06590,2015/07/26,P61235,1.99
4501356649,T48192,2014/06/12,P58225,13.99
4501356649,T35409,2015/11/01,P02291,1.99
4501356649,T32736,2017/03/11,P32565,10.99
4501356649,T14276,2016/09/24,P39328,0.99
4501356649,T09477,2014/02/08,P92449,14.99
4501356649,T02003,2016/08/00,P61235,11.99
4501356649,T24314,2016/03/21,P61235,12.99
4501356649,T11910,2016/07/08,P33162,14.99
4501356649,T39931,2014/02/04,P39328,13.99
4501356649,T23113,2015/08/04,P19498,8.99
4501356649,T45508,2016/02/24,P58225,18.99
4501356649,T32073,2017/00/10,P76615,4.99
4501356649,T07834,2017/08/21,P82222,10.99
4501356649,T23935,2013/05/17,P61235,13.99
4501356649,T11806,2014/05/14,P76615,14.99
4501356649,T22858,2018/09/23,P02291,13.99
4501356649,T05798,2018/02/13,P39328,18.99
4501356649,T23859,2014/00/15,P58225,4.99
4501356649,T09429,2016/00/16,P33162,20.99
4501356649,T39233,2017/05/08,P32565,3.99
4501356649,T01870,2017/02/00,P61235,0.99
4501356649,T38002,2016/09/14,P02291,11.99
4501356649,T43294,2015/11/24,P02291,15.99
4501356649,T42272,2016/08/05,P33162,5.99
4501356649,T02777,2015/08/14,P58225,17.99
4501356649,T49452,2017/11/00,P76615,8.99
4501356649,T06685,2016/00/18,P58225,10.99
4501356649,T29447,2017/08/17,P82222,6.99
4501356649,T03835,2014/04/21,P58225,16.99
4501356649,T01352,2013/03/17,P32565,6.99
4501356649,T19555,2015/11/02,P82222,17.99
4501356649,T49872,2016/04/13,P92449,20.99
4501356649,T17424,2015/01/26,P19498,2.99
4501356649,T08726,2017/05/27,P76615,13.99
4501356649,T44271,2014/09/23,P39328,13.99
4501356649,T01928,2014/07/01,P33162,13.99
4501356649,T48503,2017/03/26,P39328,5.99
4501356649,T04542,2016/00/15,P02291,5.99
4501356649,T44811,2016/01/16,P92449,7.99
4501356649,T22062,2017/11/08,P92449,11.99
4501356649,T16419,2016/00/26,P39328,7.99
4501356649,T47857,2014/04/08,P32565,5.99
4501356649,T18624,2013/03/06,P19498,12.99
4501356649,T44784,2017/05/10,P82222,9.99
4501356649,T43309,2015/05/17,P58225,2.99
4501356649,T29954,2015/07/24,P32565,2.99
4501356649,T36479,2013/06/17,P92449,5.99
4501356649,T41962,2013/10/27,P19498,1.99
4501356649,T27728,2017/09/21,P92449,11.99
4501356649,T09802,2017/00/16,P19498,2.99
4501356649,T04855,2016/06/10,P19498,11.99
4501356649,T10831,2016/11/23,P82222,4.99
4501356649,T36435,2013/06/11,P58225,8.99
4501356649,T21239,2016/00/10,P82222,11.99
4501356649,T00485,2015/03/16,P61235,15.99
4501356649,T47469,2014/11/01,P32565,7.99
4501356649,T27031,2016/01/14,P33162,20.99
4501356649,T26317,2017/02/23,P33162,14.99
4501356649,T24254,2016/05/16,P19498,0.99
4501356649,T48650,2017/04/04,P58225,2.99
4501356649,T03636,2014/02/13,P92449,9.99
4501356649,T34575,2017/09/17,P92449,11.99
4501356649,T45826,2016/01/25,P19498,13.99
4501356649,T27612,2014/07/03,P58225,3.99
4501356649,T32435,2017/11/22,P32565,19.99
4501356649,T33490,2014/06/26,P82222,8.99
4501356649,T19554,2017/03/13,P82222,18.99
4501356649,T31563,2016/03/04,P58225,7.99
4501356649,T29540,2016/02/06,P19498,3.99
4501356649,T30283,2014/00/23,P39328,6.99
4501356649,T17633,2013/01/11,P02291,12.99
4501356649,T23996,2017/07/02,P39328,18.99
4501356649,T11603,2017/02/01,P32565,7.99
4501356649,T26594,2013/11/07,P82222,10.99
4501356649,T39551,2013/06/12,P61235,13.99
4501356649,T21860,2017/04/15,P82222,14.99
4501356649,T16350,2017/04/27,P58225,7.99
4501356649,T19064,2014/10/04,P02291,6.99
4501356649,T40080,2013/06/13,P61235,9.99
4501356649,T29063,2016/07/09,P82222,9.99
4501356649,T32219,2017/10/15,P39328,19.99
4501356649,T45718,2014/08/19,P39328,14.99
4501356649,T24261,2014/06/21,P82222,10.99
4501356649,T46477,2016/11/27,P33162,11.99
4501356649,T33356,2014/02/19,P33162,6.99
4501356649,T06116,2015/03/08,P92449,17.99
4501356649,T09343,2016/11/20,P32565,2.99
4501356649,T48200,2018/11/02,P58225,17.99
4501356649,T16996,2017/09/05,P58225,8.99
4501356649,T13017,2018/00/15,P58225,10.99
4501356649,T40615,2014/02/25,P92449,9.99
4501356649,T20756,2016/08/11,P33162,12.99
4501356649,T09554,2017/01/00,P58225,18.99
4501356649,T05818,2018/00/02,P76615,4.99
4501356649,T47882,2017/01/17,P02291,3.99
4501356649,T25534,2016/07/03,P33162,2.99
4501356649,T39293,2015/06/12,P92449,19.99
4501356649,T41240,2017/10/02,P92449,19.99
4501356649,T48416,2016/05/24,P82222,18.99
4501356649,T30430,2018/10/09,P58225,2.99
4501356649,T43449,2014/00/06,P92449,16.99
4501356649,T33975,2016/03/13,P82222,5.99
4501356649,T09784,2016/01/18,P32565,5.99
4501356649,T36062,2018/08/00,P02291,17.99
4501356649,T25060,2016/05/11,P61235,16.99
4501356649,T05700,2013/06/08,P33162,16.99
4501356649,T23949,2013/01/13,P02291,16.99
4501356649,T22412,2013/03/22,P33162,18.99
4501356649,T12917,2014/07/04,P92449,19.99
4524061025,T08228,2018/02/17,P19498,6.99
4524061025,T46518,2014/04/08,P58225,10.99
4524061025,T10407,2013/06/15,P76615,0.99
4524061025,T13449,2018/07/24,P76615,17.99
4524061025,T34175,2014/03/15,P76615,6.99
4524061025,T38478,2017/11/06,P82222,1.99
4524061025,T18959,2017/05/17,P02291,0.99
4524061025,T13765,2014/10/23,P61235,3.99
4524061025,T01313,2014/04/08,P02291,6.99
4524061025,T27898,2014/10/27,P61235,7.99
4524061025,T36382,2015/04/18,P33162,16.99
4524061025,T02166,2016/05/16,P76615,5.99
4524061025,T28381,2014/03/21,P19498,18.99
4524061025,T19685,2015/01/08,P58225,5.99
4524061025,T24120,2017/01/19,P82222,4.99
4524061025,T07240,2014/08/23,P58225,12.99
4524061025,T34620,2015/08/12,P39328,13.99
4524061025,T04578,2016/05/08,P92449,17.99
4524061025,T05716,2013/05/10,P82222,4.99
4524061025,T37871,2017/11/09,P61235,14.99
4524061025,T04816,2014/05/02,P76615,15.99
4524061025,T48489,2016/00/25,P76615,6.99
4524061025,T01939,2014/08/23,P32565,10.99
4524061025,T13909,2014/01/27,P92449,4.99
4524061025,T11267,2015/11/24,P02291,4.99
4524061025,T00633,2014/01/22,P33162,11.99
4524061025,T11812,2014/01/24,P39328,2.99
4524061025,T14381,2017/02/01,P61235,16.99
4524061025,T15867,2015/04/25,P39328,11.99
4524061025,T48056,2015/10/02,P58225,4.99
4524061025,T39363,2016/09/16,P39328,18.99
4524061025,T07280,2014/11/04,P82222,19.99
4524061025,T16665,2014/02/16,P32565,14.99
4524061025,T09983,2014/09/10,P92449,17.99
4524061025,T34574,2016/09/20,P02291,19.99
4524061025,T49711,2014/04/24,P19498,8.99
4524061025,T15661,2016/06/07,P92449,18.99
4524061025,T45328,2017/11/25,P39328,11.99
4524061025,T21519,2017/06/23,P82222,16.99
4524061025,T28194,2014/10/20,P39328,14.99
4524061025,T17639,2014/03/10,P19498,12.99
4524061025,T02496,2016/07/11,P92449,15.99
4524061025,T20594,2016/09/20,P58225,4.99
4524061025,T22831,2015/04/06,P76615,12.99
4524061025,T41586,2017/03/06,P82222,18.99
4524061025,T29029,2014/03/00,P82222,0.99
4524061025,T20287,2015/05/07,P61235,8.99
4524061025,T37069,2016/08/21,P76615,14.99
4524061025,T15662,2015/07/14,P02291,15.99
4524061025,T29162,2015/08/13,P19498,5.99
4524061025,T42766,2014/01/22,P61235,4.99
4524061025,T20049,2014/07/09,P33162,17.99
4524061025,T25974,2016/03/26,P33162,10.99
4524061025,T40920,2015/06/14,P39328,7.99
4524061025,T14403,2014/08/03,P02291,6.99
4524061025,T38250,2018/06/20,P76615,10.99
4524061025,T18073,2018/04/16,P33162,15.99
4524061025,T13121,2014/00/05,P92449,5.99
4524061025,T48698,2016/05/14,P02291,10.99
4524061025,T02347,2016/02/00,P19498,2.99
4524061025,T27744,2018/07/03,P33162,18.99
4524061025,T44731,2014/01/03,P61235,12.99
4524061025,T45980,2017/11/03,P61235,0.99
4524061025,T05932,2017/08/15,P39328,13.99
4524061025,T05956,2016/08/26,P58225,17.99
4524061025,T05966,2014/01/17,P82222,8.99
4524061025,T25721,2017/07/24,P76615,15.99
4524061025,T37711,2015/09/26,P33162,14.99
4524061025,T24992,2018/10/02,P82222,16.99
4524061025,T08265,2017/06/24,P76615,11.99
4524061025,T30616,2014/11/11,P61235,1.99
4524061025,T14365,2013/07/25,P61235,5.99
4524061025,T26499,2017/11/03,P33162,20.99
4524061025,T13498,2013/02/03,P92449,10.99
4524061025,T46473,2015/09/05,P92449,10.99
4524061025,T24629,2017/07/00,P02291,1.99
4524061025,T35294,2018/01/11,P39328,8.99
4524061025,T08038,2015/10/04,P39328,17.99
4524061025,T38273,2016/06/11,P92449,16.99
4524061025,T16998,2017/10/13,P82222,12.99
4524061025,T49606,2016/01/25,P19498,16.99
4524061025,T28496,2016/03/15,P32565,19.99
4524061025,T10823,2018/09/17,P33162,17.99
4524061025,T05896,2015/06/24,P58225,11.99
4524061025,T44217,2015/11/13,P19498,17.99
4524061025,T20382,2015/08/15,P82222,19.99
4524061025,T11795,2013/07/24,P33162,12.99
4524061025,T25161,2017/03/03,P19498,9.99
4524061025,T35952,2016/01/02,P76615,14.99
4524061025,T49737,2013/11/01,P82222,9.99
4524061025,T13488,2013/03/04,P61235,4.99
4524061025,T41123,2014/04/18,P92449,4.99
4524061025,T48146,2015/06/05,P19498,7.99
4524061025,T12677,2017/01/26,P19498,12.99
4524061025,T03107,2017/03/22,P92449,12.99
4524061025,T31490,2014/01/27,P58225,15.99
4524061025,T40336,2016/11/18,P58225,3.99
4524061025,T26280,2016/10/04,P82222,4.99
4524061025,T13996,2015/03/05,P02291,3.99
4524061025,T18119,2013/09/13,P92449,10.99
4524061025,T44220,2014/03/27,P61235,15.99
4524061025,T18190,2014/03/25,P76615,3.99
4524061025,T10361,2013/00/22,P32565,10.99
4524061025,T49491,2016/03/26,P19498,1.99
4524061025,T02808,2015/04/22,P58225,5.99
5541081141,T39580,2016/07/02,P61235,3.99
5541081141,T10324,2016/06/06,P33162,3.99
5541081141,T25580,2013/01/05,P39328,4.99
5541081141,T21875,2015/10/10,P33162,4.99
5541081141,T05531,2013/03/13,P39328,12.99
5541081141,T23949,2014/09/04,P92449,20.99
5541081141,T31570,2018/02/05,P02291,17.99
5541081141,T34686,2016/07/09,P58225,17.99
5541081141,T35498,2013/06/00,P82222,11.99
5541081141,T00781,2016/00/16,P39328,11.99
5541081141,T38232,2014/02/02,P76615,17.99
5541081141,T45918,2016/09/02,P19498,8.99
5541081141,T34792,2015/07/26,P61235,7.99
5541081141,T08589,2015/05/24,P02291,14.99
5541081141,T32466,2016/00/10,P82222,2.99
5541081141,T16951,2014/00/13,P19498,18.99
5541081141,T46303,2014/08/25,P32565,6.99
5541081141,T04498,2017/04/21,P02291,18.99
5541081141,T19913,2018/03/09,P02291,5.99
5541081141,T26330,2014/06/14,P61235,14.99
5541081141,T08232,2018/07/07,P58225,18.99
5541081141,T06346,2015/02/24,P33162,19.99
5541081141,T00101,2016/08/01,P82222,8.99
5541081141,T11433,2014/10/00,P39328,20.99
5541081141,T00138,2017/10/18,P82222,3.99
5541081141,T00027,2014/02/00,P32565,19.99
5541081141,T30745,2016/07/22,P92449,15.99
5541081141,T20502,2014/09/08,P76615,4.99
5541081141,T24098,2016/05/10,P76615,12.99
5541081141,T06746,2015/10/02,P92449,13.99
5541081141,T36129,2015/06/05,P58225,14.99
5541081141,T46345,2015/05/03,P92449,5.99
5541081141,T35873,2016/03/05,P02291,12.99
5541081141,T41837,2015/11/12,P58225,12.99
5541081141,T11740,2015/06/12,P19498,12.99
5541081141,T35840,2013/00/17,P92449,6.99
5541081141,T13818,2015/06/26,P82222,6.99
5541081141,T15582,2014/06/19,P02291,14.99
5541081141,T39009,2018/07/18,P33162,1.99
5541081141,T17512,2017/02/23,P76615,6.99
5541081141,T45214,2017/07/05,P02291,11.99
5541081141,T46078,2018/03/16,P19498,1.99
5541081141,T30075,2018/09/06,P61235,5.99
5541081141,T00410,2015/05/24,P76615,10.99
5541081141,T20900,2013/09/16,P82222,11.99
5541081141,T04144,2013/00/12,P92449,8.99
5541081141,T41873,2017/04/06,P82222,9.99
5541081141,T46420,2014/01/12,P92449,4.99
5541081141,T19723,2018/09/20,P33162,10.99
5541081141,T19497,2016/03/13,P58225,10.99
5541081141,T23613,2014/11/26,P61235,14.99
5541081141,T25146,2017/09/00,P02291,4.99
5541081141,T14992,2016/08/26,P58225,5.99
5541081141,T13398,2017/10/08,P92449,0.99
5541081141,T17741,2015/01/13,P58225,15.99
5541081141,T01185,2015/00/21,P92449,20.99
5541081141,T33421,2016/03/26,P92449,11.99
5541081141,T13314,2016/06/22,P02291,19.99
5541081141,T42980,2014/11/05,P61235,1.99
5541081141,T36674,2016/08/00,P58225,4.99
5541081141,T16806,2013/09/07,P33162,17.99
5541081141,T32026,2013/02/27,P02291,17.99
5541081141,T45377,2013/06/07,P33162,19.99
5541081141,T38033,2017/03/13,P76615,3.99
5541081141,T25131,2018/06/04,P32565,18.99
5541081141,T14495,2014/00/27,P39328,12.99
5541081141,T08709,2013/03/01,P19498,9.99
5541081141,T45410,2016/06/02,P33162,9.99
5541081141,T41851,2014/10/08,P58225,11.99
5541081141,T05390,2016/00/14,P82222,2.99
5541081141,T49074,2013/00/15,P39328,12.99
5541081141,T42098,2014/02/15,P32565,5.99
5541081141,T47723,2018/04/21,P39328,20.99
5541081141,T00297,2018/02/15,P32565,17.99
5541081141,T10082,2016/02/27,P76615,16.99
5993816857,T09557,2018/10/04,P76615,6.99
5993816857,T14019,2014/08/10,P61235,3.99
5993816857,T20196,2015/10/24,P82222,8.99
5993816857,T33422,2017/03/07,P76615,4.99
5993816857,T41534,2015/07/08,P32565,18.99
5993816857,T18214,2014/03/10,P39328,9.99
5993816857,T27155,2018/02/11,P33162,4.99
5993816857,T16378,2016/02/26,P76615,6.99
5993816857,T45053,2017/04/16,P32565,7.99
5993816857,T28040,2017/01/25,P39328,10.99
5993816857,T08750,2014/00/05,P76615,5.99
5993816857,T32277,2015/09/27,P19498,3.99
5993816857,T49388,2015/10/09,P76615,0.99
5993816857,T30596,2015/09/16,P33162,7.99
5993816857,T28352,2016/10/13,P19498,10.99
5993816857,T03964,2017/11/16,P02291,13.99
